YYYYMMDD,   TG,   TN,   TX,   SQ,   DR,   RH,   NG
  20140130,    6,  -24,   50,   38,    0,    0,    6
  20140131,   31,  -30,   74,   74,   15,    8,    5
  20140201,   64,   43,   84,    6,   96,   70,    6
  20140202,   51,   26,   80,   52,    0,    0,    2
  20140203,   39,    5,   82,   80,    0,    0,    1
  20140204,   58,   23,   94,   35,    0,    0,    5
  20140205,   74,   40,  104,   45,   43,   21,    6
  20140206,   78,   57,   96,   32,   60,   55,    6
  20140207,   76,   44,  103,    0,  111,  143,    6
  20140208,   69,   42,   90,    3,   73,   50,    7
  20140209,   59,   44,   76,    6,   20,   14,    6
  20140210,   51,   23,   90,    8,    4,    1,    8
  20140211,   60,   39,   83,   31,   30,   20,    6
  20140212,   58,   31,   91,   54,   24,   21,    6
  20140213,   49,   31,   69,    3,   17,   19,    6
  20140214,   51,   21,   88,   11,   50,   72,    6
  20140215,  100,   75,  134,   28,    0,   -1,    7
  20140216,   57,   -1,   94,   85,    0,   -1,    3
  20140217,   60,    3,  104,   30,    0,    0,    6
  20140218,   60,   35,   80,    0,    0,   -1,    8
  20140219,   78,   61,  110,   14,   14,    9,    8
  20140220,   82,   54,  100,    2,   64,   37,    8
  20140221,   70,   46,  103,   50,   36,   53,    4
  20140222,   66,   42,  103,   31,    5,    5,    5
  20140223,   75,   37,  118,   65,    0,    0,    3
  20140224,   78,   38,  126,   88,    0,    0,    3
  20140225,   87,   54,  126,   24,   18,   26,    6
  20140226,   67,   37,  111,   54,    1,    1,    4
  20140227,   49,   20,   78,   16,   42,   32,    6
  20140228,   54,   19,   85,   22,   35,   15,    7
  20140301,   59,   43,   82,   21,   40,   23,    8
  20140302,   62,   26,   98,   93,    2,    1,    5
  20140303,   49,    6,   99,   23,    7,    2,    5
  20140304,   52,   -1,  107,   60,    0,    0,    4
  20140305,   56,   -5,  126,   77,    0,    0,    3
  20140306,   65,   -7,  137,   35,    0,    0,    5
  20140307,   78,   27,  128,   45,    0,   -1,    4
  20140308,   87,  -15,  160,   96,    0,    0,    1
  20140309,  113,   41,  195,  101,    0,    0,    0
  20140310,   98,   15,  180,  107,    0,    0,    2
  20140311,   93,   61,  144,   71,    0,    0,    3
  20140312,   83,   18,  168,  105,    0,    0,    0
  20140313,   79,   -7,  168,  105,    0,    0,    0
  20140314,   67,   -1,  120,   56,    0,    0,    4
  20140315,   99,   86,  118,   40,    0,   -1,    7
  20140316,  105,   94,  122,   30,    0,    0,    7
  20140317,  102,   75,  120,    0,    0,    0,    8
  20140318,   93,   75,  105,    2,   18,   33,    8
  20140319,  113,   88,  159,   72,    0,   -1,    4
  20140320,  129,   48,  212,  112,    0,    0,    2
  20140321,   78,   42,  110,   39,   93,  186,    6
  20140322,   66,   36,  105,   52,    7,    5,    4
  20140323,   52,   10,   95,   71,    7,    7,    3
  20140324,   56,   -7,  109,   93,    0,   -1,    3
  20140325,   48,  -23,  108,   76,    0,   -1,    2
  20140326,   45,    3,   96,   32,    0,    0,    5
  20140327,   86,   14,  137,   82,    0,   -1,    4
  20140328,  110,   50,  173,  112,    0,    0,    2
  20140329,  115,   37,  192,  103,    0,    0,    1
  20140330,  123,   35,  202,   59,    0,    0,    5
  20140331,  147,   94,  204,   57,    0,    0,    6
  20140401,  127,   64,  204,   79,    0,    0,    3
  20140402,  137,   45,  215,   74,    0,    0,    2
  20140403,  152,   78,  227,   86,    0,    0,    5
  20140404,  130,  112,  152,    0,    0,   -1,    8
  20140405,  119,   60,  177,   53,    0,    0,    5
  20140406,  131,   55,  177,    5,   25,   15,    7
  20140407,  156,  119,  212,   34,   19,   82,    7
  20140408,   91,   63,  138,   50,   30,   67,    5
  20140409,  107,   60,  148,  117,    0,    0,    4
  20140410,  121,  102,  154,   11,    0,    0,    8
  20140411,  113,   59,  153,   53,    0,    0,    6
  20140412,   99,   20,  158,   70,    0,    0,    4
  20140413,  105,   82,  131,   91,    0,    0,    5
  20140414,   89,   55,  117,   88,   15,   27,    5
  20140415,   72,   32,  107,   60,    0,   -1,    5
  20140416,   74,   -9,  143,  130,    0,    0,    0
  20140417,  109,   24,  176,   60,   14,   12,    5
  20140418,   86,   58,  121,   65,    6,    6,    6
  20140419,  112,   62,  166,  102,    0,   -1,    3
  20140420,  155,  100,  207,   88,    0,    0,    4
  20140421,  124,   90,  158,   26,   10,    2,    7
  20140422,  125,   67,  190,   63,    0,    0,    6
  20140423,  134,   51,  211,   84,    0,    0,    3
  20140424,  136,   69,  205,   40,   43,  336,    7
  20140425,  171,  107,  237,   87,    2,    1,    4
  20140426,  142,  104,  176,   65,    0,    0,    6
  20140427,  116,   86,  153,   17,   68,   30,    6
  20140428,  132,   82,  169,   18,    0,   -1,    8
  20140429,  138,  118,  175,   14,   17,    6,    8
  20140430,  131,  106,  179,   19,    0,    0,    8
  20140501,  130,  101,  183,   57,    0,   -1,    6
  20140502,  100,   64,  122,    6,    0,   -1,    7
  20140503,   84,   17,  137,  119,    0,    0,    2
  20140504,   79,    0,  137,   40,    0,    0,    6
  20140505,  122,   31,  184,  100,    0,    0,    4
  20140506,  146,  115,  178,   19,    4,    1,    7
  20140507,  127,  106,  162,   41,   27,  120,    7
  20140508,  122,  113,  134,    1,  101,  155,    8
  20140509,  125,   91,  161,   54,   22,   54,    7
  20140510,  116,   98,  156,   13,   53,   57,    8
  20140511,  102,   90,  117,    4,  152,  146,    8
  20140512,  108,   60,  146,   29,   28,   23,    7
  20140513,  103,   55,  150,   73,    6,    8,    4
  20140514,   96,   37,  139,   76,    6,   30,    4
  20140515,  101,   44,  150,   79,    0,    0,    4
  20140516,  121,   34,  183,  145,    0,    0,    0
  20140517,  142,   51,  207,  144,    0,    0,    0
  20140518,  159,   74,  231,  115,    0,    0,    2
  20140519,  184,   92,  243,  141,    0,    0,    0
  20140520,  199,  136,  271,   90,   12,   79,    5
  20140521,  181,  126,  215,   42,    9,    9,    7
  20140522,  182,  149,  230,   80,   10,   38,    6
  20140523,  164,  126,  207,   70,    0,    0,    5
  20140524,  150,  107,  196,   94,    0,    0,    4
  20140525,  160,   97,  213,  111,    0,    0,    3
  20140526,  158,  122,  223,    8,   35,  128,    8
  20140527,  156,  135,  174,    1,  101,   76,    8
  20140528,  131,  117,  146,    0,  155,   90,    8
  20140529,  104,   75,  118,    0,   30,    6,    7
  20140530,  119,   43,  169,   74,    0,    0,    3
  20140531,  133,   54,  194,   98,    0,    0,    4
  20140601,  135,   69,  187,  120,    0,    0,    3
  20140602,  140,   56,  206,   90,    0,    0,    3
  20140603,  151,   64,  210,   48,    5,    5,    6
  20140604,  146,  106,  178,   20,   76,  102,    8
  20140605,  130,   88,  178,   80,   22,   20,    5
  20140606,  163,   62,  229,  151,    0,    0,    0
  20140607,  210,  117,  276,   81,    0,    0,    5
  20140608,  200,  152,  248,   86,    9,    3,    5
  20140609,  216,  160,  271,   65,   28,   27,    6
  20140610,  204,  162,  258,   77,   33,   69,    6
  20140611,  175,  104,  219,  128,    0,    0,    2
  20140612,  171,   88,  229,  132,    0,    0,    1
  20140613,  178,  113,  222,  136,    0,    0,    3
  20140614,  160,  137,  189,   57,    0,   -1,    6
  20140615,  156,  108,  201,   99,    0,    0,    5
  20140616,  148,   99,  178,   16,    6,    3,    8
  20140617,  153,  105,  193,   47,    0,   -1,    5
  20140618,  149,   78,  200,   52,   21,   12,    6
  20140619,  142,  104,  161,    5,    9,    5,    8
  20140620,  140,   88,  180,   30,    5,    1,    7
  20140621,  160,   91,  209,   86,    0,    0,    5
  20140622,  153,   88,  206,  140,    0,    0,    2
  20140623,  154,   70,  213,  126,    0,    0,    3
  20140624,  160,  119,  213,   64,    3,    2,    6
  20140625,  147,  106,  192,   56,    0,   -1,    6
  20140626,  167,  106,  222,   99,    0,    0,    5
  20140627,  175,  127,  215,   18,    5,    2,    8
  20140628,  171,  144,  210,   18,    0,   -1,    8
  20140629,  160,  124,  192,   91,    6,   48,    6
  20140630,  141,   78,  186,   62,    8,    4,    4
  20140701,  142,   69,  193,  108,    0,    0,    3
  20140702,  150,   62,  209,  112,    0,    0,    3
  20140703,  184,   90,  262,  110,    0,    0,    3
  20140704,  216,  105,  289,   77,    0,   -1,    5
  20140705,  199,  174,  228,   22,   31,   26,    7
  20140706,  190,  145,  244,   24,   20,   87,    8
  20140707,  181,  124,  235,   77,    0,    0,    5
  20140708,  152,  130,  170,    0,  126,  119,    8
  20140709,  156,  130,  178,    0,   78,   90,    8
  20140710,  216,  160,  276,  106,    4,  179,    5
  20140711,  200,  168,  238,   59,   31,  134,    7
  20140712,  190,  162,  245,   47,    9,    7,    6
  20140713,  187,  155,  231,   32,    2,   31,    7
  20140714,  184,  133,  227,   63,    7,    8,    6
  20140715,  173,  139,  224,   33,    0,    0,    6
  20140716,  195,  132,  258,  119,    0,    0,    3
  20140717,  219,  146,  283,   87,    0,    0,    4
  20140718,  251,  172,  311,  131,    0,    0,    1
  20140719,  264,  182,  329,   81,    0,   -1,    5
  20140720,  221,  188,  272,   30,   10,   71,    7
  20140721,  195,  180,  212,    0,   47,  164,    8
  20140722,  226,  191,  272,  122,    0,    0,    4
  20140723,  232,  191,  284,  133,    0,    0,    1
  20140724,  215,  166,  263,  119,    0,    0,    2
  20140725,  185,  166,  221,    9,    8,    2,    8
  20140726,  209,  167,  251,   56,   14,    6,    6
  20140727,  212,  184,  262,   54,    3,    1,    6
  20140728,  195,  176,  235,   55,   33,  436,    6
  20140729,  212,  173,  259,   74,    9,   10,    4
  20140730,  184,  125,  235,   99,    0,    0,    4
  20140731,  188,  113,  244,  104,    0,    0,    2
  20140801,  203,  126,  259,   97,    0,    0,    2
  20140802,  205,  155,  276,   78,   24,  280,    4
  20140803,  196,  148,  253,   85,    0,   -1,    4
  20140804,  184,  123,  233,   84,    0,    0,    4
  20140805,  177,  105,  243,  119,    0,    0,    2
  20140806,  176,  130,  213,   30,   45,   36,    7
  20140807,  182,  142,  230,   48,   14,   94,    5
  20140808,  185,  139,  223,   11,   45,   98,    8
  20140809,  191,  143,  231,   81,   16,   55,    6
  20140810,  182,  138,  225,   23,   46,  102,    7
  20140811,  171,  147,  207,   99,    3,    8,    3
  20140812,  163,  141,  202,  105,    6,   21,    5
  20140813,  167,  126,  217,  111,   11,   30,    3
  20140814,  162,  132,  203,   54,   19,   98,    6
  20140815,  155,  120,  197,   89,   20,   17,    5
  20140816,  161,  117,  187,   54,    3,   13,    7
  20140817,  149,  119,  167,    9,   52,  131,    7
  20140818,  138,   97,  173,   67,   27,   56,    5
  20140819,  124,   95,  159,   56,   40,   92,    6
  20140820,  126,   84,  178,   63,    2,    1,    5
  20140821,  138,   78,  182,   71,    0,   -1,    6
  20140822,  136,  106,  171,   41,   18,   49,    7
  20140823,  127,   81,  174,   84,    8,   43,    5
  20140824,  125,   73,  177,  101,    7,    6,    3
  20140825,  127,   73,  169,    3,   86,   65,    8
  20140826,  137,  104,  165,   14,   78,  125,    6
  20140827,  142,   64,  207,  111,    0,    0,    2
  20140828,  172,  114,  214,   47,    5,   17,    5
  20140829,  173,  133,  212,   85,    0,    0,    5
  20140830,  163,  142,  186,   12,   31,   39,    7
  20140831,  151,  104,  190,   58,   12,   14,    5
  20140901,  153,   87,  212,   65,    0,   -1,    6
  20140902,  167,  120,  212,   76,    0,    0,    4
  20140903,  163,  106,  212,   97,    0,    0,    1
  20140904,  177,  130,  235,  112,    0,    0,    1
  20140905,  176,  121,  228,    4,    0,    0,    5
  20140906,  166,  130,  205,    0,    0,   -1,    8
  20140907,  170,  106,  216,   51,    0,    0,    4
  20140908,  141,   79,  205,  113,    0,    0,    3
  20140909,  145,   99,  178,    4,    0,   -1,    8
  20140910,  139,   92,  184,   36,    0,    0,    5
  20140911,  159,   94,  204,   80,    0,   -1,    4
  20140912,  156,   76,  216,  102,    0,    0,    2
  20140913,  170,  140,  211,   74,    0,    0,    4
  20140914,  157,  113,  209,   46,    0,    0,    4
  20140915,  168,  106,  228,   83,    0,    0,    4
  20140916,  175,  114,  246,   58,    0,    0,    4
  20140917,  180,  113,  252,  111,    0,    0,    1
  20140918,  193,  122,  253,   99,    0,    0,    2
  20140919,  178,  134,  244,   38,    0,    0,    5
  20140920,  178,  132,  240,   39,    0,    0,    6
  20140921,  158,  126,  192,   60,   12,    9,    5
  20140922,  134,   63,  175,   66,    0,   -1,    4
  20140923,  126,   44,  177,   51,    0,    0,    5
  20140924,  130,  110,  165,    9,   43,  143,    7
  20140925,  142,  101,  178,   49,    0,    0,    6
  20140926,  153,  106,  194,    5,    8,    2,    7
  20140927,  133,   79,  202,   57,    0,    0,    5
  20140928,  147,   83,  220,   78,    0,    0,    5
  20140929,  160,  119,  193,   20,   58,   45,    7
  20140930,  162,  118,  209,   56,    4,    6,    6
  20141001,  159,  101,  207,   30,    0,   -1,    7
  20141002,  157,  135,  192,   10,    9,    4,    8
  20141003,  150,   99,  222,   88,    0,    0,    3
  20141004,  156,  117,  211,   77,   27,   44,    4
  20141005,  132,  117,  152,    0,    0,   -1,    8
  20141006,  138,  123,  161,    1,   12,    7,    8
  20141007,  122,   93,  156,   38,   57,   72,    5
  20141008,  132,   87,  166,    7,   22,   27,    7
  20141009,  150,  127,  180,   47,    0,   -1,    5
  20141010,  134,   76,  178,   70,    0,    0,    4
  20141011,  113,   66,  157,   17,   37,   74,    5
  20141012,  119,   64,  162,   41,   28,   23,    6
  20141013,  151,  120,  185,   14,   12,   12,    8
  20141014,  124,  100,  136,    0,   31,   14,    7
  20141015,  137,  115,  184,   60,   30,   16,    7
  20141016,  142,  118,  180,   46,   31,   51,    6
  20141017,  146,  118,  188,   40,    3,    3,    6
  20141018,  173,  128,  230,   72,    0,    0,    4
  20141019,  171,  148,  215,   36,    0,   -1,    5
  20141020,  151,  139,  177,   55,    2,    1,    7
  20141021,  112,   76,  140,    3,  114,  239,    8
  20141022,  100,   63,  135,   37,   40,   56,    7
  20141023,  124,   94,  151,   13,    0,   -1,    8
  20141024,  116,  108,  126,    0,   80,  102,    8
  20141025,  126,   96,  153,    4,    3,    1,    7
  20141026,  127,   95,  159,   28,    0,    0,    6
  20141027,  127,   98,  170,   83,    0,    0,    2
  20141028,   99,   75,  140,   57,    0,    0,    3
  20141029,  110,   88,  128,    0,   11,    2,    8
  20141030,  130,  115,  156,   10,    3,    1,    6
  20141031,  135,  105,  166,   15,    0,    0,    4
  20141101,  141,  102,  185,   82,    0,    0,    2
  20141102,  148,  127,  174,   77,   13,   50,    5
  20141103,  125,   94,  153,    5,   77,   69,    8
  20141104,   89,   55,  109,    0,    7,    2,    8
  20141105,   60,   35,   95,    0,    0,    0,    7
  20141106,   61,   45,   82,    3,    0,    0,    6
  20141107,   77,   45,   98,    2,   15,   36,    6
  20141108,   98,   81,  129,   80,    0,    0,    2
  20141109,   95,   72,  128,   50,   10,    3,    6
  20141110,   96,   59,  126,   70,   21,    5,    4
  20141111,   95,   57,  129,   54,    0,   -1,    4
  20141112,   93,   41,  122,    5,    8,    3,    6
  20141113,   79,   36,  133,   70,    0,    0,    5
  20141114,  103,   69,  124,   13,   43,   31,    8
  20141115,   97,   75,  110,    0,   76,   80,    8
  20141116,   84,   71,   92,    0,  175,  121,    8
  20141117,   95,   81,  123,   35,    3,    1,    7
  20141118,   79,   73,   83,    0,    0,   -1,    8
  20141119,   80,   73,   91,    0,    0,   -1,    8
  20141120,   71,   52,   80,    0,    0,    0,    8
  20141121,   52,   16,   90,   70,    0,    0,    3
  20141122,   83,   45,  118,   43,    0,   -1,    7
  20141123,  106,   80,  135,   50,   30,   18,    6
  20141124,   65,    3,  113,   57,   29,   18,    3
  20141125,   41,  -14,   91,   44,    0,    0,    3
  20141126,   49,   24,   64,    0,    5,    1,    8
  20141127,   74,   61,   88,    2,   50,   30,    8
  20141128,   63,   26,   95,   16,    0,   -1,    7
  20141129,   28,   11,   49,   59,    0,    0,    6
  20141130,   25,   18,   31,    0,    0,    0,    8
  20141201,   15,   10,   24,    0,    0,    0,    8
  20141202,    6,   -1,   14,    0,    6,    1,    8
  20141203,  -12,  -30,   10,    0,    0,    0,    8
  20141204,   -3,  -27,   15,    0,    0,    0,    8
  20141205,   35,   14,   53,   15,   18,    6,    7
  20141206,   32,  -18,   91,   56,    0,   -1,    3
  20141207,   34,  -28,   67,    0,   55,   36,    6
  20141208,   32,   15,   49,   23,   22,   18,    5
  20141209,   22,  -21,   49,   37,    0,   -1,    6
  20141210,   65,   44,   99,   46,   66,  113,    5
  20141211,   65,   45,   77,    8,   69,   88,    7
  20141212,   75,   45,   94,    0,  128,  142,    8
  20141213,   47,    8,   68,    0,    0,   -1,    7
  20141214,   25,   -6,   48,   67,    0,   -1,    4
  20141215,   56,   32,   79,   11,   70,   50,    8
  20141216,   52,   18,   78,   29,   14,   29,    5
  20141217,   80,   39,  106,    0,   69,   30,    8
  20141218,  115,  101,  125,    0,   54,   19,    8
  20141219,   94,   73,  124,   26,   83,  188,    5
  20141220,   77,   56,   91,    7,   10,    9,    5
  20141221,   78,   52,  103,    5,    0,   -1,    8
  20141222,  114,   93,  128,    0,   17,   14,    8
  20141223,  111,   96,  128,   42,    0,   -1,    7
  20141224,   81,   61,  100,    0,   72,   90,    7
  20141225,   52,   -3,   79,   21,   11,   19,    4
  20141226,   19,  -27,   52,   33,    0,   -1,    5
  20141227,    7,  -16,   29,    0,  155,  124,    7
  20141228,   -9,  -33,   34,   66,    2,    2,    2
  20141229,   35,   11,   56,   36,   11,   14,    7
  20141230,   50,   34,   65,    5,   10,    3,    7
  20141231,   52,   25,   76,   53,    0,    0,    5
  20150101,   30,   10,   47,   28,    0,   -1,    4
  20150102,   73,   44,  101,   44,   46,   43,    5
  20150103,   38,   26,   59,    0,   39,   15,    7
  20150104,   39,   -3,   80,   57,    0,   -1,    2
  20150105,   24,    9,   38,    5,    0,    0,    7
  20150106,   28,    6,   58,   36,   27,   18,    8
  20150107,   45,   24,   72,   51,   12,   12,    5
  20150108,   65,   36,   82,    0,   97,  176,    6
  20150109,   99,   58,  137,    0,   58,   85,    8
  20150110,   95,   54,  133,    4,   16,   34,    7
  20150111,   64,   49,   82,    5,   22,   14,    7
  20150112,   84,   64,  102,    0,   52,   19,    8
  20150113,   86,   41,  110,    0,  119,  140,    7
  20150114,   44,   31,   60,   15,   28,   19,    7
  20150115,   79,   58,  103,    0,  112,   80,    8
  20150116,   55,   27,   83,   42,   17,   17,    4
  20150117,   30,   -9,   59,   69,    0,    0,    3
  20150118,   22,   10,   33,    0,  130,   47,    8
  20150119,   10,    5,   16,    0,    0,   -1,    8
  20150120,    8,  -22,   37,   17,    0,    0,    6
  20150121,   -5,  -19,   15,    5,    0,    0,    7
  20150122,  -12,  -29,    4,    0,    0,    0,    6
  20150123,  -28,  -57,  -13,    0,    0,    0,    7
  20150124,   22,  -17,   68,   46,   48,   86,    5
  20150125,   37,  -21,   56,    0,   14,    3,    7
  20150126,   59,   41,   83,    2,   61,   31,    7
  20150127,   51,   30,   77,   24,    3,    1,    5
  20150128,   53,   30,   72,    0,   45,   82,    8
  20150129,   24,    2,   45,   15,   97,  150,    7
  20150130,   17,   -3,   44,   56,   65,   83,    6
  20150131,   10,  -25,   44,   20,    5,    2,    4
  20150201,   26,  -15,   57,   13,   17,   21,    7
  20150202,   20,    6,   55,   38,   34,   55,    5
  20150203,   17,  -16,   63,   72,    2,    1,    5
  20150204,    2,  -40,   53,   49,    0,   -1,    3
  20150205,   -7,  -38,   20,   36,    5,    9,    5
  20150206,   -2,  -20,   31,   79,    0,    0,    1
  20150207,   15,  -51,   55,    5,    0,   -1,    5
  20150208,   50,   34,   67,   46,    0,    0,    6
  20150209,   57,   44,   72,    0,    5,    3,    8
  20150210,   57,   46,   72,    2,    8,    2,    8
  20150211,   42,   31,   54,    0,    0,    0,    8
  20150212,   26,   -3,   45,    0,    0,    0,    7
  20150213,   46,   -3,   99,   73,    0,    0,    4
  20150214,   66,   47,  102,   16,    0,    0,    6
  20150215,   26,  -35,   67,   89,    0,    0,    1
  20150216,    9,  -49,   77,   88,    0,    0,    1
  20150217,   33,  -30,   90,   24,    4,    1,    5
  20150218,   18,  -34,   81,   90,    0,    0,    4
  20150219,   35,   -3,   74,   51,    0,    0,    6
  20150220,   53,   34,   65,    0,  229,  200,    8
  20150221,   32,    4,   63,   16,   51,   94,    6
  20150222,   32,  -18,   68,   76,   29,   22,    4
  20150223,   59,   27,   98,   42,   34,   28,    6
  20150224,   54,   35,   89,   36,   41,   73,    6
  20150225,   48,   16,   87,   44,   35,   28,    5
  20150226,   63,   37,   83,    0,   77,   70,    8
  20150227,   49,   -3,   82,   74,    0,    0,    4
  20150228,   51,   -5,   91,   69,    0,   -1,    5
  20150301,   83,   60,  107,   70,   39,   51,    6
  20150302,   53,   16,   84,   68,    8,   24,    4
  20150303,   44,   30,   75,   18,   26,   20,    4
  20150304,   51,   28,   76,   29,    3,    3,    4
  20150305,   57,   11,  103,   68,    0,    0,    5
  20150306,   66,   46,   90,    7,    0,    0,    6
  20150307,   84,   40,  139,   63,    0,    0,    3
  20150308,   93,   40,  157,  100,    0,   -1,    2
  20150309,   88,   67,  113,   27,    0,   -1,    7
  20150310,   76,   -7,  113,   87,    7,    2,    3
  20150311,   27,  -20,   95,   92,    0,    0,    4
  20150312,   54,  -29,  127,  105,    0,    0,    0
  20150313,   46,    7,   92,  102,    0,    0,    2
  20150314,   34,    7,   53,    8,    6,    2,    6
  20150315,   56,   45,   68,    0,    9,    1,    8
  20150316,   63,    6,  128,   74,    0,    0,    3
  20150317,   76,  -17,  178,  106,    0,    0,    2
  20150318,   56,    6,   88,    9,    0,    0,    6
  20150319,   68,    7,  126,   50,    0,    0,    5
  20150320,   49,    6,   93,   49,    0,    0,    5
  20150321,   64,   39,   93,   27,   30,   22,    8
  20150322,   43,  -15,   86,   75,    0,    0,    3
  20150323,   31,  -29,   93,   92,    0,    0,    2
  20150324,   57,  -21,  115,   66,   15,    3,    5
  20150325,   59,   50,   69,    0,  115,   72,    8
  20150326,   50,    3,   73,   18,   61,   41,    7
  20150327,   57,   -4,   89,   16,    8,   17,    6
  20150328,   69,   -6,  117,    8,   65,   33,    7
  20150329,   93,   75,  113,    2,   74,  162,    8
  20150330,   72,   53,   91,   79,   29,   54,    6
  20150331,   90,   58,  111,   52,   42,   90,    7
  20150401,   65,   34,   91,   60,   41,   40,    7
  20150402,   63,   41,   86,   59,   48,   47,    7
  20150403,   70,   45,   95,   29,    0,    0,    8
  20150404,   54,   18,   94,   46,   44,   19,    6
  20150405,   53,  -22,  113,  109,    0,    0,    2
  20150406,   69,   16,  117,   18,    0,   -1,    6
  20150407,   71,    6,  132,   84,    0,    0,    4
  20150408,   86,   39,  142,   36,    0,    0,    6
  20150409,  104,   19,  181,  115,    0,    0,    0
  20150410,  113,   27,  196,  109,    0,    0,    3
  20150411,   90,   26,  136,   33,   23,   41,    5
  20150412,  100,   21,  155,  103,    6,    1,    4
  20150413,   84,   41,  128,  104,    0,   -1,    5
  20150414,  119,   32,  200,  114,    0,    0,    2
  20150415,  138,   54,  230,  127,    0,    0,    1
  20150416,   99,   64,  134,   98,    0,    0,    6
  20150417,   85,   52,  129,   75,    0,    0,    4
  20150418,   90,   41,  144,  125,    0,    0,    0
  20150419,   78,   -6,  152,   82,    0,    0,    3
  20150420,  109,   43,  171,  126,    0,    0,    1
  20150421,  100,   22,  174,  129,    0,    0,    2
  20150422,   85,   34,  121,   31,    0,    0,    6
  20150423,   94,   37,  155,   88,    0,    0,    3
  20150424,  124,   15,  204,  107,    0,    0,    3
  20150425,  121,   86,  150,   27,   56,   37,    6
  20150426,  106,   79,  139,   10,   12,    7,    8
  20150427,   80,   -3,  126,  116,    0,    0,    3
  20150428,   60,  -22,  118,  103,    2,    1,    3
  20150429,   89,   14,  147,   43,   17,   16,    7
  20150430,   98,   58,  142,   98,    0,    0,    4
  20150501,   87,   31,  133,   96,    0,    0,    5
  20150502,   97,    4,  158,  107,    0,    0,    3
  20150503,  130,   69,  170,   26,   31,   16,    5
  20150504,  154,  117,  194,   54,   35,   38,    6
  20150505,  154,   86,  222,   81,   26,   92,    4
  20150506,  122,   85,  155,   82,    8,   50,    4
  20150507,  118,   75,  162,   72,   14,   11,    7
  20150508,  142,   78,  194,   59,    4,    1,    7
  20150509,  133,   91,  161,   19,   22,   39,    7
  20150510,  128,   42,  191,  137,    0,    0,    1
  20150511,  176,   91,  256,  105,    0,    0,    6
  20150512,  146,  112,  175,   70,    0,    0,    5
  20150513,  127,   76,  181,  100,    0,    0,    4
  20150514,  112,   59,  167,   85,    0,    0,    6
  20150515,   94,   39,  144,   86,    0,    0,    4
  20150516,  105,   41,  149,   22,   34,   17,    7
  20150517,  119,   68,  162,   98,    0,    0,    6
  20150518,  111,   77,  140,   15,   33,   21,    8
  20150519,  100,   74,  137,   72,   19,   22,    5
  20150520,  105,   67,  147,  106,    2,    2,    4
  20150521,  119,   25,  174,  120,    0,    0,    5
  20150522,  149,   86,  199,   36,    0,    0,    8
  20150523,  124,   60,  157,   64,   10,   20,    5
  20150524,  126,   25,  199,  138,   10,    8,    2
  20150525,  124,   97,  153,   33,   10,    5,    8
  20150526,  118,   75,  158,   56,    0,    0,    7
  20150527,  135,   54,  189,   65,    0,    0,    6
  20150528,  129,   57,  165,   66,    7,    7,    6
  20150529,  111,   56,  158,    9,   25,   31,    8
  20150530,  112,   66,  154,  138,    0,   -1,    3
  20150531,  126,   79,  165,    3,   77,   83,    8
  20150601,  127,   61,  161,   56,    0,    0,    7
  20150602,  148,  111,  177,    0,   42,   28,    8
  20150603,  138,   63,  177,   59,    0,   -1,    5
  20150604,  156,   46,  220,  151,    0,    0,    0
  20150605,  214,   95,  318,  113,   15,   80,    3
  20150606,  156,   85,  189,  134,    0,   -1,    2
  20150607,  139,   71,  189,  142,    0,    0,    0
  20150608,  125,   79,  172,  132,    0,    0,    4
  20150609,  116,   75,  150,   57,    0,    0,    4
  20150610,  154,   89,  208,  119,    0,    0,    2
  20150611,  179,   93,  240,  151,    0,    0,    0
  20150612,  216,  128,  274,  136,    0,   -1,    2
  20150613,  175,  141,  213,   38,    7,    4,    7
  20150614,  153,  123,  195,    5,    0,    0,    8
  20150615,  133,   76,  175,  139,    0,    0,    3
  20150616,  114,   45,  177,   47,    0,    0,    5
  20150617,  160,   53,  227,   85,   20,   26,    6
  20150618,  143,  115,  166,   49,    5,    2,    7
  20150619,  127,  103,  153,   14,   47,   40,    8
  20150620,  130,   97,  163,    3,    0,   -1,    8
  20150621,  144,  121,  185,   29,   25,  101,    8
  20150622,  127,   76,  153,   14,   39,   42,    7
  20150623,  126,   94,  151,   36,   13,    5,    7
  20150624,  158,  117,  215,   74,    0,    0,    6
  20150625,  182,  114,  240,  121,    0,    0,    5
  20150626,  205,  134,  250,   36,    0,    0,    7
  20150627,  176,  103,  218,  103,    0,   -1,    4
  20150628,  173,   88,  232,   41,    0,   -1,    6
  20150629,  180,  112,  242,   92,    0,    0,    3
  20150630,  206,   97,  273,  153,    0,    0,    0
  20150701,    158,  331,  152,    0,    0,    0
  20150702,  254,  190,  331,  113,   13,   69,    3
  20150703,  241,  169,  291,  141,    0,    0,    2
  20150704,  256,  179,  327,   97,    0,    0,    4
  20150705,  202,  157,  282,   58,    0,    0,    5
  20150706,  187,  139,  238,  109,    0,    0,    2
  20150707,  198,  125,  258,   73,    0,   -1,    5
  20150708,  159,  127,  196,   32,   51,  113,    7
  20150709,  135,   72,  176,   95,   24,   18,    4
  20150710,  165,   68,  226,  141,    0,    0,    2
  20150711,  204,  139,  287,  101,    0,    0,    5
  20150712,  177,  156,  204,    2,   22,   14,    8
  20150713,  174,  163,  196,    1,   97,   44,    8
  20150714,  179,  140,  213,   17,   43,   29,    7
