YYYYMMDD,   TG,   TN,   TX,   SQ,   DR,   RH,   NG
  20180122,   63,   20,   84,    5,   19,    6,    8
  20180123,   81,   46,  112,    9,   40,   15,    8
  20180124,  117,   73,  144,    0,   41,   42,    8
  20180125,   77,   50,   92,    6,    1,    1,    8
  20180126,   54,   25,   86,   12,    0,    0,    7
  20180127,   58,   44,   72,   20,   36,   11,    8
  20180128,   97,   69,  108,   17,    0,   -1,    8
  20180129,   88,   46,  107,    0,   28,   52,    6
  20180130,   47,   21,   74,   62,    0,    0,    6
  20180131,   65,   32,   95,    0,   64,   38,    7
  20180201,   34,   19,   61,   25,   43,   44,    7
  20180202,   44,   -5,   68,   21,   45,   50,    7
  20180203,   20,   -4,   46,    3,   22,   17,    8
  20180204,   17,   -4,   36,   36,    0,   -1,    7
  20180205,   10,  -21,   34,   17,    0,    0,    5
  20180206,  -21,  -46,   20,   73,    0,    0,    1
  20180207,  -22,  -68,   19,   85,    0,    0,    2
  20180208,   10,  -25,   47,   65,    0,    0,    7
  20180209,    6,   -9,   22,   21,    5,    1,    8
  20180210,   29,    2,   70,   37,    2,    1,    7
  20180211,   45,   21,   73,   20,   31,   51,    7
  20180212,   30,    7,   63,   58,    0,   -1,    5
  20180213,   20,  -12,   63,   87,    0,    0,    0
  20180214,   19,  -22,   55,   87,    0,    0,    4
  20180215,   43,    5,   99,   21,   38,   35,    5
  20180216,   32,  -21,   87,   87,    0,    0,    4
  20180217,    9,  -36,   76,   65,    0,    0,    5
  20180218,    7,  -49,   73,   85,    0,    0,    3
  20180219,   12,  -25,   34,    0,    0,   -1,    7
  20180220,    8,  -38,   46,   12,    0,    0,    5
  20180221,    3,  -39,   47,   92,    0,    0,    1
  20180222,    2,  -30,   50,   89,    0,    0,    0
  20180223,   -5,  -38,   35,   85,    0,    0,    3
  20180224,   -4,  -34,   33,   93,    0,    0,    2
  20180225,  -22,  -49,   11,   97,    0,    0,    1
  20180226,  -33,  -59,    0,   71,    0,   -1,    4
  20180227,  -36,  -64,    2,   87,    0,   -1,    4
  20180228,  -66,  -85,  -46,   73,    0,   -1,    5
  20180301,  -47,  -83,   -7,   54,    0,    0,    8
  20180302,  -37,  -72,   -5,   68,    0,   -1,    8
  20180303,  -17,  -45,   12,   18,    0,   -1,    8
  20180304,   50,  -22,  113,   50,   22,   19,    7
  20180305,   66,   32,  120,   91,    0,    0,    7
  20180306,   56,   10,  101,   29,    0,    0,    8
  20180307,   59,    8,   95,   34,   40,   35,    7
  20180308,   48,   12,   83,   20,   32,   47,    6
  20180309,   65,   29,   97,   58,   51,   29,    7
  20180310,  114,   71,  151,   18,   66,   43,    8
  20180311,  102,   71,  139,   25,   10,   12,    6
  20180312,  103,   74,  143,   26,   18,   12,    8
  20180313,   56,   37,   89,    0,   76,   71,    8
  20180314,   58,   -4,  111,   94,    0,   -1,    5
  20180315,   73,   36,  107,   40,   31,   10,    8
  20180316,   38,    0,   62,    0,    6,    4,    8
  20180317,  -14,  -26,    0,    5,    0,   -1,    8
  20180318,  -10,  -30,   12,   49,    0,    0,    8
  20180319,   -2,  -39,   47,  109,    0,   -1,    3
  20180320,   38,  -13,   79,  105,    0,   -1,    5
  20180321,   36,  -36,   80,   79,    0,   -1,    7
  20180322,   64,   41,   99,   29,   44,   33,    7
  20180323,   62,   52,   73,    1,    0,   -1,    8
  20180324,   65,    0,  125,   47,    0,    0,    6
  20180325,   54,  -18,  123,   82,    0,    0,    5
  20180326,   47,    0,  112,   39,   13,   15,    6
  20180327,   56,    7,   98,   10,   36,   17,    8
  20180328,   59,   28,   78,    0,  108,  124,    8
  20180329,   65,   36,  107,   58,   11,    2,    7
  20180330,   90,   52,  135,   56,   46,   24,    8
  20180331,   72,   25,  124,   29,   47,  100,    7
  20180401,   48,    6,   77,    4,   16,    7,    8
  20180402,   77,    4,  121,   10,   56,   11,    8
  20180403,  127,   91,  170,   39,   18,   25,    8
  20180404,  103,   78,  147,   22,   12,   49,    8
  20180405,   59,    1,   99,   49,   15,   24,    7
  20180406,   88,    0,  147,  119,    0,    0,    6
  20180407,  139,   86,  216,  100,    0,    0,    8
  20180408,  152,   77,  234,   96,    0,    0,    7
  20180409,  126,   92,  175,   23,    0,   -1,    8
  20180410,  155,   95,  200,   32,    0,   -1,    8
  20180411,  127,   85,  175,   22,    7,   21,    6
  20180412,  104,   65,  146,   18,    7,    2,    5
  20180413,  100,   38,  144,   18,    0,    0,    8
  20180414,  115,   69,  161,   47,   16,   10,    8
  20180415,  127,   94,  172,   16,   51,   66,    8
  20180416,  114,   51,  161,  105,    2,    1,    4
  20180417,  128,   47,  203,  114,    0,    0,    6
  20180418,  163,   69,  235,  128,    0,    0,    7
  20180419,  192,   94,  274,  131,    0,    0,    3
  20180420,  183,  100,  265,  131,    0,    0,    4
  20180421,  155,   79,  221,  130,    0,    0,    3
  20180422,  179,   99,  266,   93,    0,   -1,    5
  20180423,  131,   97,  166,   94,    0,    0,    6
  20180424,  129,   95,  155,    5,    3,    1,    8
  20180425,  115,   85,  145,   52,   20,   52,    7
  20180426,  103,   77,  137,   94,   10,   51,    5
  20180427,  103,   40,  151,   31,    2,    1,    8
  20180428,  117,   49,  145,   16,    2,    5,    7
  20180429,   92,   32,  122,    4,   70,  196,    7
  20180430,   95,   58,  132,    9,  131,  272,    8
  20180501,   79,   26,  128,   81,   83,   92,    7
  20180502,  109,   18,  169,  112,   14,    2,    3
  20180503,  104,   41,  156,  138,    0,    0,    0
  20180504,  119,   23,  185,  138,    0,    0,    0
  20180505,  147,   58,  220,  140,    0,    0,    0
  20180506,  172,   62,  258,  140,    0,    0,    0
  20180507,  180,   85,  253,  142,    0,    0,    0
  20180508,  191,   97,  266,  142,    0,    0,    0
  20180509,  179,  100,  254,  133,    0,    0,    2
  20180510,  121,   53,  167,   59,   21,   17,    5
  20180511,  123,   25,  187,  126,    0,    0,    4
  20180512,  170,   72,  233,   68,    0,    0,    8
  20180513,  131,  112,  163,    0,   46,   24,    8
  20180514,  187,  112,  258,  102,    0,    0,    4
  20180515,  192,  126,  246,  143,    0,    0,    0
  20180516,  153,  110,  207,   47,    3,    1,    7
  20180517,  114,   85,  153,  117,    0,    0,    6
  20180518,  109,   81,  146,   48,    0,    0,    8
  20180519,  110,   61,  141,    1,    0,    0,    7
  20180520,  154,   47,  242,  127,    0,    0,    1
  20180521,  192,   91,  257,  115,    0,    0,    5
  20180522,  183,  144,  243,   35,    6,    8,    8
  20180523,  188,  143,  252,   29,    9,   15,    7
  20180524,  183,  133,  226,   31,    7,    6,    7
  20180525,  206,  159,  261,  105,    0,    0,    7
  20180526,  230,  147,  290,  119,    0,    0,    6
  20180527,  203,  153,  262,   31,   19,   19,    6
  20180528,  225,  131,  297,  116,    3,    5,    6
  20180529,  221,  180,  307,   80,   32,  148,    7
  20180530,  215,  168,  265,   86,    2,    1,    6
  20180531,  202,  165,  240,   77,    9,   37,    5
  20180601,  176,  144,  234,   12,   15,   47,    8
  20180602,  170,  148,  203,    1,   12,   12,    8
  20180603,  193,  155,  235,   46,    0,   -1,    6
  20180604,  182,  158,  232,   49,    0,    0,    6
  20180605,  167,  134,  208,   79,    0,    0,    4
  20180606,  198,  115,  276,  142,    0,    0,    1
  20180607,  224,  128,  286,  148,    0,    0,    5
  20180608,  185,  174,  199,    0,   36,   50,    8
  20180609,  198,  162,  245,   87,    0,    0,    6
  20180610,  182,  129,  228,   98,    0,    0,    5
  20180611,  169,  101,  224,  128,    0,    0,    6
  20180612,  148,  131,  167,    6,    0,   -1,    8
  20180613,  147,   96,  194,   55,    0,    0,    8
  20180614,  157,   90,  198,   32,   12,    9,    8
  20180615,  188,  148,  242,   83,    0,    0,    7
  20180616,  175,  147,  213,   32,    0,    0,    7
  20180617,  156,  142,  182,    4,    0,   -1,    7
  20180618,  167,  147,  192,   21,    0,   -1,    6
  20180619,  177,  138,  204,    1,    0,   -1,    7
  20180620,  191,  139,  252,   76,    0,    0,    3
  20180621,  144,  116,  177,   81,    0,   -1,    6
  20180622,  133,   91,  168,   15,    0,   -1,    7
  20180623,  151,   89,  200,   49,    0,   -1,    8
  20180624,  147,  107,  177,    7,    0,   -1,    8
  20180625,  165,  105,  214,   96,    0,   -1,    4
  20180626,  160,   89,  215,  125,    0,    0,    6
  20180627,  179,   99,  245,  125,    0,    0,    3
  20180628,  212,  145,  270,  145,    0,    0,    1
  20180629,  195,  137,  261,  153,    0,    0,    0
  20180630,  213,  126,  279,  153,    0,    0,    0
  20180701,  213,  156,  265,  153,    0,    0,    0
  20180702,  206,  129,  269,  153,    0,    0,    0
  20180703,  196,  125,    153,    0,    0,    2
  20180704,  192,  132,  252,  119,    0,   -1,    5
  20180705,  189,  136,  243,  134,    0,    0,    4
  20180706,  195,  130,  252,   64,    0,    0,    7
  20180707,  183,  100,  249,  119,    0,    0,    6
  20180708,  186,  100,  244,  148,    0,    0,    1
  20180709,  175,  115,  227,   22,    0,   -1,    6
  20180710,  161,  114,  217,   42,    4,    1,    5
  20180711,  178,   93,  227,   79,    0,    0,    3
  20180712,  190,  136,  246,  114,    0,    0,    3
  20180713,  185,  125,  243,  111,    0,    0,    2
  20180714,  188,  108,  249,  148,    0,    0,    0
  20180715,  208,  106,  287,  140,    0,    0,    1
  20180716,  226,  114,  297,  137,    0,   -1,    4
  20180717,  200,  120,    127,    0,   -1,    3
  20180718,  191,  104,  253,   98,    0,    0,    5
  20180719,  196,  118,  259,   98,    0,    0,    5
  20180720,  191,  105,  252,  124,    0,    0,    6
  20180721,  211,  147,  268,  141,    0,    0,    2
  20180722,  206,  140,  272,  108,    0,    0,    3
  20180723,  225,  131,  297,  147,    0,    0,    1
  20180724,  246,  159,  319,  101,    0,    0,    4
  20180725,  244,  183,  302,   76,    0,   -1,    4
  20180726,  277,  192,  357,  118,    0,   -1,    3
  20180727,  297,  224,  354,  132,    0,    0,    6
  20180728,  203,  134,  242,   71,   17,   52,    5
  20180729,  213,  135,  267,   44,    0,   -1,    8
  20180730,  240,  168,  306,   93,    0,    0,    8
  20180731,  206,  130,  266,   92,    0,    0,    5
  20180801,  204,  111,  276,  103,    0,    0,    5
  20180802,  226,  145,  297,  133,    0,    0,    3
  20180803,  239,  143,  307,  138,    0,    0,    0
  20180804,  224,  162,  283,   98,    0,    0,    6
  20180805,  205,  144,  255,  124,    0,    0,    4
  20180806,  231,  126,  313,  140,    0,    0,    3
  20180807,  259,  146,  339,  109,    8,   13,    3
  20180808,  196,  120,  232,   42,   19,   32,    5
  20180809,  172,  109,  230,   31,   38,   85,    7
  20180810,  165,  126,  211,   79,   45,   66,    5
  20180811,  156,  110,  209,  109,    6,    1,    5
  20180812,  198,  112,  271,   29,    0,   -1,    8
  20180813,  187,  162,  226,   26,   25,  106,    8
  20180814,  188,  157,  224,   62,    6,    6,    7
  20180815,  197,  164,  226,   15,    0,    0,    7
  20180816,  184,  149,  236,   79,    8,   13,    5
  20180817,  174,  110,  232,   89,   22,   46,    6
  20180818,  178,  109,  217,   48,    0,    0,    6
  20180819,  194,  170,  227,    2,    0,    0,    8
  20180820,  196,  145,  231,   36,    0,    0,    8
  20180821,  200,  142,  258,   58,    0,    0,    5
  20180822,  195,  136,  253,  102,    0,    0,    4
  20180823,  183,  129,  222,    7,    9,   22,    7
  20180824,  155,  108,  198,   84,   20,   56,    7
  20180825,  127,   91,  168,   67,   64,  166,    6
  20180826,  145,   70,  196,   61,   22,   13,    7
  20180827,  171,  133,  193,    9,    9,    2,    8
  20180828,  167,  101,  213,   43,    0,    0,    7
  20180829,  147,   83,  197,   20,   37,   66,    7
  20180830,  150,   80,  199,   94,    0,    0,    5
  20180831,  124,   69,  180,   21,    0,    0,    6
  20180901,  135,   52,  208,  104,    0,    0,    2
  20180902,  159,   71,  225,  101,    0,    0,    2
  20180903,  186,  145,  222,   16,    0,   -1,    8
  20180904,  206,  183,  253,   36,    0,   -1,    7
  20180905,  190,  170,  228,   33,   17,   44,    7
  20180906,  166,  131,  190,   10,   36,   57,    8
  20180907,  146,  122,  174,   85,   36,   54,    6
  20180908,  148,  115,  184,   40,    0,   -1,    8
  20180909,  183,  133,  236,   55,    0,   -1,    8
  20180910,  174,  149,  201,    9,    0,    0,    8
  20180911,  188,  149,  226,   20,    0,    0,    8
  20180912,  153,  119,  184,    2,    9,   11,    8
  20180913,  130,   70,  195,  116,    0,    0,    2
  20180914,  135,   48,  199,   81,    0,    0,    4
  20180915,  147,   88,  203,   61,    4,    2,    8
  20180916,  146,   78,  224,   51,    0,    0,    6
  20180917,  153,   76,  242,  104,    0,    0,    8
  20180918,  189,   93,  246,  114,    0,    0,    2
  20180919,  191,  138,  236,   82,    0,    0,    6
  20180920,  197,  164,  236,   74,    0,    0,    7
  20180921,  154,   95,  200,   51,   24,   83,    6
  20180922,  121,  105,  158,   16,   68,   62,    8
  20180923,   95,   58,  109,    4,   87,   97,    6
  20180924,   99,   49,  154,   91,    3,    5,    3
  20180925,   94,   25,  164,  102,    0,    0,    5
  20180926,  119,   39,  190,   93,    0,    0,    4
  20180927,  132,   67,  215,  108,    0,    0,    1
  20180928,  114,   27,  163,   73,    0,    0,    5
  20180929,   75,   10,  155,  103,    0,    0,    7
  20180930,   99,   -1,  175,   83,    0,   -1,    5
  20181001,   95,   62,  133,   74,   31,   35,    7
  20181002,  117,   78,  165,   34,   42,   39,    7
  20181003,  126,   84,  164,   72,    0,   -1,    6
  20181004,  147,  116,  180,    8,    0,    0,    6
  20181005,  128,   73,  212,  103,    0,    0,    5
  20181006,  139,   63,  210,   90,    0,   -1,    7
  20181007,  101,   36,  153,   84,    0,    0,    6
  20181008,   95,   29,  169,   77,    0,    0,    8
  20181009,  109,   58,  191,   86,    0,    0,    7
  20181010,  151,   50,  235,  100,    0,    0,    1
  20181011,  176,  130,  229,   61,    0,   -1,    4
  20181012,  187,  147,  228,   90,    5,    1,    7
  20181013,  200,  154,  263,   95,    0,    0,    8
  20181014,  174,  126,  242,   81,    0,    0,    6
  20181015,  161,  107,  229,   61,    0,    0,    6
  20181016,  153,   88,  243,   74,    0,    0,    6
  20181017,  132,   82,  202,   54,    0,    0,    8
  20181018,  122,   73,  163,   75,    0,   -1,    7
  20181019,   92,   27,  158,   87,    0,    0,    5
  20181020,   86,   15,  156,   38,    0,    0,    7
  20181021,  122,   61,  165,   34,    0,    0,    8
  20181022,  108,   31,  150,   67,    2,    2,    5
  20181023,  128,   79,  147,    1,    0,   -1,    8
  20181024,  140,  122,  163,   30,   10,    5,    8
  20181025,  121,  109,  136,    1,    5,    3,    8
  20181026,   95,   60,  118,    0,   36,   73,    8
  20181027,   71,   36,  113,   71,   19,   11,    5
  20181028,   40,    7,   78,   85,    0,    0,    3
  20181029,   44,   20,   61,    0,    0,   -1,    8
  20181030,   57,   37,   94,    0,  118,  192,    8
  20181031,   85,   46,  114,   63,   12,    5,    7
  20181101,  104,   85,  132,    9,   64,   38,    8
  20181102,   78,   23,  118,   71,   28,   19,    4
  20181103,   43,   -1,  101,   65,    0,    0,    6
  20181104,   59,    6,  119,   71,    0,    0,    5
  20181105,   77,   51,  112,   24,    0,    0,    7
  20181106,  124,   68,  190,   59,    0,    0,    8
  20181107,  111,   87,  139,   19,   15,   11,    6
  20181108,   92,   40,  137,   78,    0,   -1,    2
  20181109,   90,   58,  112,   30,    0,   -1,    7
  20181110,  116,   93,  134,    1,   55,   42,    7
  20181111,  114,   82,  134,    4,   38,   68,    8
  20181112,  100,   85,  117,    2,   74,   53,    8
  20181113,  102,   81,  132,   65,    4,    1,    4
  20181114,   80,   38,  132,   77,    0,    0,    8
  20181115,   69,   31,  128,   72,    0,    0,    4
  20181116,   34,    6,   77,   20,    0,    0,    3
  20181117,   41,   10,   91,   75,    0,    0,    0
  20181118,   29,  -14,   78,   70,    0,    0,    3
  20181119,   49,   28,   69,    2,    1,    1,    7
  20181120,   34,   26,   44,    0,    0,   -1,    8
  20181121,   34,   18,   53,    3,    5,    1,    8
